# Engine name: 
# Thu Sep 4 20:35:05 2025
#
#************************************************************************************************************************************************************************************
# Results of nested analysis
#------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
# Ratio, O/F     pc, psi  Nozzle inl  Nozzle exi  rho, kg/m^       Tc, K           M       gamma           k     c*, m/s   Is opt, s   Is vac, s      Cf opt      Cf vac    c.factor 
#------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
     1.3000    454.0000      3.0000     10.0000    954.6619   1973.8319     16.2586      1.2910      1.2907   1507.7984    232.6936    254.3506      1.5134      1.6543      1.0000 
     1.3000    461.0000      3.0000     10.0000    954.6619   1973.8481     16.2587      1.2910      1.2907   1507.8031    233.0436    254.6400      1.5157      1.6562      1.0000 
     1.3000    468.0000      3.0000     10.0000    954.6619   1973.8643     16.2587      1.2910      1.2907   1507.8080    233.3876    254.9247      1.5179      1.6580      1.0000 
     1.3000    475.0000      3.0000     10.0000    954.6619   1973.8803     16.2588      1.2910      1.2907   1507.8130    233.7259    255.2048      1.5201      1.6598      1.0000 
     1.3000    482.0000      3.0000     10.0000    954.6619   1973.8964     16.2588      1.2910      1.2907   1507.8180    234.0586    255.4804      1.5223      1.6616      1.0000 
     1.3000    489.0000      3.0000     10.0000    954.6619   1973.9125     16.2589      1.2910      1.2907   1507.8231    234.3858    255.7517      1.5244      1.6634      1.0000 
     1.3000    496.0000      3.0000     10.0000    954.6619   1973.9285     16.2590      1.2910      1.2907   1507.8283    234.7078    256.0187      1.5265      1.6651      1.0000 
     1.3000    503.0000      3.0000     10.0000    954.6619   1973.9445     16.2590      1.2911      1.2907   1507.8336    235.0247    256.2817      1.5286      1.6668      1.0000 
     1.3000    510.0000      3.0000     10.0000    954.6619   1973.9605     16.2591      1.2911      1.2907   1507.8390    235.3366    256.5408      1.5306      1.6685      1.0000 
     1.3000    517.0000      3.0000     10.0000    954.6619   1973.9765     16.2591      1.2911      1.2907   1507.8445    235.6437    256.7959      1.5326      1.6701      1.0000 
     1.3000    524.0000      3.0000     10.0000    954.6619   1973.9925     16.2592      1.2911      1.2907   1507.8500    235.9462    257.0474      1.5345      1.6718      1.0000 
     1.3000    531.0000      3.0000     10.0000    954.6619   1974.0085     16.2593      1.2911      1.2907   1507.8557    236.2442    257.2952      1.5365      1.6734      1.0000 
     1.3000    538.0000      3.0000     10.0000    954.6619   1974.0245     16.2593      1.2911      1.2908   1507.8614    236.5377    257.5395      1.5384      1.6750      1.0000 
     1.3500     90.0000      3.0000     10.0000    956.9710   2100.5043     16.6050      1.2777      1.2775   1543.7542    194.0025    228.4809      1.2324      1.4514      1.0000 
     1.3500     97.0000      3.0000     10.0000    956.9710   2100.6859     16.6052      1.2780      1.2777   1543.7454    196.5473    229.9965      1.2486      1.4611      1.0000 
     1.3500    104.0000      3.0000     10.0000    956.9710   2100.8492     16.6054      1.2782      1.2780   1543.7375    198.8471    231.3830      1.2632      1.4699      1.0000 
     1.3500    111.0000      3.0000     10.0000    956.9710   2100.9972     16.6056      1.2784      1.2782   1543.7303    200.9407    232.6592      1.2765      1.4780      1.0000 
     1.3500    118.0000      3.0000     10.0000    956.9710   2101.1322     16.6058      1.2786      1.2784   1543.7239    202.8589    233.8402      1.2887      1.4855      1.0000 
     1.3500    125.0000      3.0000     10.0000    956.9710   2101.2559     16.6060      1.2788      1.2785   1543.7179    204.6260    234.9385      1.2999      1.4925      1.0000 
     1.3500    132.0000      3.0000     10.0000    956.9710   2101.3699     16.6062      1.2789      1.2787   1543.7125    206.2622    235.9647      1.3103      1.4990      1.0000 
     1.3500    139.0000      3.0000     10.0000    956.9710   2101.4754     16.6063      1.2791      1.2789   1543.7076    207.7838    236.9274      1.3200      1.5051      1.0000 
     1.3500    146.0000      3.0000     10.0000    956.9710   2101.5734     16.6064      1.2792      1.2790   1543.7030    209.2045    237.8343      1.3290      1.5109      1.0000 
     1.3500    153.0000      3.0000     10.0000    956.9710   2101.6648     16.6066      1.2793      1.2791   1543.6988    210.5358    238.6918      1.3375      1.5163      1.0000 
     1.3500    160.0000      3.0000     10.0000    956.9710   2101.7503     16.6067      1.2795      1.2792   1543.6948    211.7875    239.5056      1.3454      1.5215      1.0000 
     1.3500    167.0000      3.0000     10.0000    956.9710   2101.8306     16.6068      1.2796      1.2794   1543.6912    212.9678    240.2804      1.3529      1.5264      1.0000 
     1.3500    174.0000      3.0000     10.0000    956.9710   2101.9061     16.6069      1.2797      1.2795   1543.6878    214.0840    241.0203      1.3600      1.5311      1.0000 
     1.3500    181.0000      3.0000     10.0000    956.9710   2101.9773     16.6070      1.2798      1.2796   1543.6846    215.1423    241.7289      1.3667      1.5356      1.0000 
     1.3500    188.0000      3.0000     10.0000    956.9710   2102.0447     16.6071      1.2799      1.2797   1543.6817    216.1481    242.4093      1.3731      1.5400      1.0000 
     1.3500    195.0000      3.0000     10.0000    956.9710   2102.1085     16.6072      1.2800      1.2798   1543.6789    217.1061    243.0640      1.3792      1.5441      1.0000 
     1.3500    202.0000      3.0000     10.0000    956.9710   2102.1691     16.6073      1.2800      1.2798   1543.6763    218.0205    243.6951      1.3850      1.5481      1.0000 
     1.3500    209.0000      3.0000     10.0000    956.9710   2102.2268     16.6074      1.2801      1.2799   1543.6739    218.8949    244.3046      1.3906      1.5520      1.0000 
     1.3500    216.0000      3.0000     10.0000    956.9710   2102.2818     16.6075      1.2802      1.2800   1543.6716    219.7327    244.8941      1.3959      1.5558      1.0000 
     1.3500    223.0000      3.0000     10.0000    956.9710   2102.3343     16.6075      1.2803      1.2801   1543.6695    220.5366    245.4648      1.4010      1.5594      1.0000 
     1.3500    230.0000      3.0000     10.0000    956.9710   2102.3844     16.6076      1.2803      1.2801   1543.6675    221.3092    246.0180      1.4059      1.5629      1.0000 
     1.3500    237.0000      3.0000     10.0000    956.9710   2102.4325     16.6077      1.2804      1.2802   1543.6657    222.0528    246.5547      1.4107      1.5663      1.0000 
     1.3500    244.0000      3.0000     10.0000    956.9710   2102.4786     16.6078      1.2805      1.2803   1543.6639    222.7695    247.0758      1.4152      1.5696      1.0000 
     1.3500    251.0000      3.0000     10.0000    956.9710   2102.5228     16.6078      1.2805      1.2803   1543.6623    223.4611    247.5822      1.4196      1.5729      1.0000 
     1.3500    258.0000      3.0000     10.0000    956.9710   2102.5654     16.6079      1.2806      1.2804   1543.6607    224.1293    248.0746      1.4239      1.5760      1.0000 
     1.3500    265.0000      3.0000     10.0000    956.9710   2102.6063     16.6080      1.2806      1.2805   1543.6593    224.7755    248.5538      1.4280      1.5790      1.0000 
     1.3500    272.0000      3.0000     10.0000    956.9710   2102.6458     16.6080      1.2807      1.2805   1543.6579    225.4011    249.0203      1.4319      1.5820      1.0000 
     1.3500    279.0000      3.0000     10.0000    956.9710   2102.6839     16.6081      1.2807      1.2806   1543.6567    226.0074    249.4748      1.4358      1.5849      1.0000 
     1.3500    286.0000      3.0000     10.0000    956.9710   2102.7207     16.6081      1.2808      1.2806   1543.6555    226.5954    249.9178      1.4395      1.5877      1.0000 
     1.3500    293.0000      3.0000     10.0000    956.9710   2102.7562     16.6082      1.2808      1.2807   1543.6544    227.1663    250.3498      1.4432      1.5904      1.0000 
     1.3500    300.0000      3.0000     10.0000    956.9710   2102.7907     16.6082      1.2809      1.2807   1543.6534    227.7210    250.7713      1.4467      1.5931      1.0000 
     1.3500    307.0000      3.0000     10.0000    956.9710   2102.8240     16.6083      1.2809      1.2808   1543.6524    228.2603    251.1827      1.4501      1.5957      1.0000 
     1.3500    314.0000      3.0000     10.0000    956.9710   2102.8563     16.6083      1.2810      1.2808   1543.6515    228.7851    251.5846      1.4534      1.5983      1.0000 
     1.3500    321.0000      3.0000     10.0000    956.9710   2102.8876     16.6084      1.2810      1.2808   1543.6507    229.2960    251.9772      1.4567      1.6008      1.0000 
     1.3500    328.0000      3.0000     10.0000    956.9710   2102.9181     16.6084      1.2811      1.2809   1543.6500    229.7938    252.3611      1.4599      1.6032      1.0000 
     1.3500    335.0000      3.0000     10.0000    956.9710   2102.9476     16.6085      1.2811      1.2809   1543.6493    230.2792    252.7364      1.4629      1.6056      1.0000 
     1.3500    342.0000      3.0000     10.0000    956.9710   2102.9764     16.6085      1.2811      1.2810   1543.6486    230.7526    253.1036      1.4659      1.6079      1.0000 
     1.3500    349.0000      3.0000     10.0000    956.9710   2103.0044     16.6086      1.2812      1.2810   1543.6481    231.2148    253.4764      1.4689      1.6103      1.0000 
     1.3500    356.0000      3.0000     10.0000    956.9710   2103.0316     16.6086      1.2812      1.2810   1543.6475    231.6666    253.8476      1.4718      1.6127      1.0000 
     1.3500    363.0000      3.0000     10.0000    956.9710   2103.0582     16.6087      1.2813      1.2811   1543.6471    232.1084    254.2110      1.4746      1.6150      1.0000 
     1.3500    370.0000      3.0000     10.0000    956.9710   2103.0841     16.6087      1.2813      1.2811   1543.6466    232.5407    254.5668      1.4773      1.6172      1.0000 
     1.3500    377.0000      3.0000     10.0000    956.9710   2103.1093     16.6088      1.2813      1.2811   1543.6463    232.9638    254.9153      1.4800      1.6195      1.0000 
     1.3500    384.0000      3.0000     10.0000    956.9710   2103.1340     16.6088      1.2814      1.2812   1543.6459    233.3781    255.2569      1.4826      1.6216      1.0000 
     1.3500    391.0000      3.0000     10.0000    956.9710   2103.1581     16.6089      1.2814      1.2812   1543.6457    233.7840    255.5918      1.4852      1.6238      1.0000 
     1.3500    398.0000      3.0000     10.0000    956.9710   2103.1816     16.6089      1.2814      1.2812   1543.6454    234.1817    255.9202      1.4877      1.6258      1.0000 
     1.3500    405.0000      3.0000     10.0000    956.9710   2103.2047     16.6089      1.2814      1.2813   1543.6452    234.5716    256.2424      1.4902      1.6279      1.0000 
     1.3500    412.0000      3.0000     10.0000    956.9710   2103.2272     16.6090      1.2815      1.2813   1543.6451    234.9539    256.5586      1.4926      1.6299      1.0000 
     1.3500    419.0000      3.0000     10.0000    956.9710   2103.2493     16.6090      1.2815      1.2813   1543.6450    235.3290    256.8690      1.4950      1.6319      1.0000 
     1.3500    426.0000      3.0000     10.0000    956.9710   2103.2709     16.6091      1.2815      1.2813   1543.6449    235.6970    257.1737      1.4974      1.6338      1.0000 
     1.3500    433.0000      3.0000     10.0000    956.9710   2103.2920     16.6091      1.2816      1.2814   1543.6449    236.0583    257.4731      1.4997      1.6357      1.0000 
     1.3500    440.0000      3.0000     10.0000    956.9710   2103.3128     16.6091      1.2816      1.2814   1543.6449    236.4131    257.7673      1.5019      1.6376      1.0000 
     1.3500    447.0000      3.0000     10.0000    956.9710   2103.3332     16.6092      1.2816      1.2814   1543.6449    236.7616    258.0564      1.5041      1.6394      1.0000 
     1.3500    454.0000      3.0000     10.0000    956.9710   2103.3532     16.6092      1.2816      1.2814   1543.6450    237.1040    258.3407      1.5063      1.6412      1.0000 
     1.3500    461.0000      3.0000     10.0000    956.9710   2103.3728     16.6092      1.2817      1.2815   1543.6451    237.4404    258.6202      1.5084      1.6430      1.0000 
     1.3500    468.0000      3.0000     10.0000    956.9710   2103.3921     16.6093      1.2817      1.2815   1543.6453    237.7712    258.8951      1.5105      1.6447      1.0000 
     1.3500    475.0000      3.0000     10.0000    956.9710   2103.4110     16.6093      1.2817      1.2815   1543.6455    238.0965    259.1656      1.5126      1.6465      1.0000 
     1.3500    482.0000      3.0000     10.0000    956.9710   2103.4296     16.6094      1.2817      1.2815   1543.6457    238.4163    259.4318      1.5146      1.6481      1.0000 
     1.3500    489.0000      3.0000     10.0000    956.9710   2103.4479     16.6094      1.2818      1.2816   1543.6460    238.7311    259.6938      1.5166      1.6498      1.0000 
     1.3500    496.0000      3.0000     10.0000    956.9710   2103.4659     16.6094      1.2818      1.2816   1543.6462    239.0407    259.9518      1.5186      1.6515      1.0000 
     1.3500    503.0000      3.0000     10.0000    956.9710   2103.4836     16.6095      1.2818      1.2816   1543.6466    239.3456    260.2058      1.5205      1.6531      1.0000 
     1.3500    510.0000      3.0000     10.0000    956.9710   2103.5011     16.6095      1.2818      1.2816   1543.6469    239.6456    260.4561      1.5224      1.6547      1.0000 
     1.3500    517.0000      3.0000     10.0000    956.9710   2103.5183     16.6095      1.2819      1.2816   1543.6473    239.9411    260.7026      1.5243      1.6562      1.0000 
     1.3500    524.0000      3.0000     10.0000    956.9710   2103.5352     16.6096      1.2819      1.2817   1543.6477    240.2322    260.9455      1.5262      1.6578      1.0000 
     1.3500    531.0000      3.0000     10.0000    956.9710   2103.5519     16.6096      1.2819      1.2817   1543.6481    240.5189    261.1849      1.5280      1.6593      1.0000 
     1.3500    538.0000      3.0000     10.0000    956.9710   2103.5684     16.6096      1.2819      1.2817   1543.6486    240.8013    261.4210      1.5298      1.6608      1.0000 
     1.4000     90.0000      3.0000     10.0000    959.1944   2222.3738     16.9510      1.2663      1.2657   1576.1874    198.0854    233.4908      1.2324      1.4527      1.0000 
     1.4000     97.0000      3.0000     10.0000    959.1944   2222.7268     16.9515      1.2667      1.2661   1576.1762    200.6998    235.0555      1.2487      1.4625      1.0000 
     1.4000    104.0000      3.0000     10.0000    959.1944   2223.0448     16.9520      1.2670      1.2665   1576.1660    203.0628    236.4864      1.2634      1.4714      1.0000 
     1.4000    111.0000      3.0000     10.0000    959.1944   2223.3331     16.9524      1.2673      1.2668   1576.1568    205.2142    237.8025      1.2768      1.4796      1.0000 
     1.4000    118.0000      3.0000     10.0000    959.1944   2223.5962     16.9528      1.2676      1.2671   1576.1483    207.1854    239.0193      1.2891      1.4872      1.0000 
     1.4000    125.0000      3.0000     10.0000    959.1944   2223.8376     16.9531      1.2679      1.2674   1576.1405    209.0015    240.1494      1.3004      1.4942      1.0000 
     1.4000    132.0000      3.0000     10.0000    959.1944   2224.0600     16.9534      1.2681      1.2677   1576.1333    210.6827    241.2033      1.3109      1.5008      1.0000 
     1.4000    139.0000      3.0000     10.0000    959.1944   2224.2660     16.9537      1.2683      1.2679   1576.1266    212.2459    242.1897      1.3206      1.5069      1.0000 
     1.4000    146.0000      3.0000     10.0000    959.1944   2224.4574     16.9540      1.2686      1.2681   1576.1203    213.7051    243.1162      1.3297      1.5127      1.0000 
     1.4000    153.0000      3.0000     10.0000    959.1944   2224.6359     16.9542      1.2687      1.2683   1576.1145    215.0719    243.9891      1.3382      1.5181      1.0000 
     1.4000    160.0000      3.0000     10.0000    959.1944   2224.8029     16.9545      1.2689      1.2685   1576.1090    216.3562    244.8138      1.3462      1.5232      1.0000 
     1.4000    167.0000      3.0000     10.0000    959.1944   2224.9596     16.9547      1.2691      1.2687   1576.1039    217.5665    245.5950      1.3537      1.5281      1.0000 
     1.4000    174.0000      3.0000     10.0000    959.1944   2225.1070     16.9549      1.2693      1.2689   1576.0991    218.7101    246.3369      1.3608      1.5327      1.0000 
     1.4000    181.0000      3.0000     10.0000    959.1944   2225.2460     16.9551      1.2694      1.2690   1576.0945    219.7933    247.0431      1.3676      1.5371      1.0000 
     1.4000    188.0000      3.0000     10.0000    959.1944   2225.3774     16.9553      1.2696      1.2692   1576.0902    220.8215    247.7168      1.3740      1.5413      1.0000 
     1.4000    195.0000      3.0000     10.0000    959.1944   2225.5019     16.9555      1.2697      1.2693   1576.0861    221.7997    248.3608      1.3801      1.5453      1.0000 
     1.4000    202.0000      3.0000     10.0000    959.1944   2225.6200     16.9556      1.2698      1.2695   1576.0822    222.7319    248.9777      1.3859      1.5492      1.0000 
     1.4000    209.0000      3.0000     10.0000    959.1944   2225.7323     16.9558      1.2700      1.2696   1576.0785    223.6221    249.5696      1.3914      1.5529      1.0000 
     1.4000    216.0000      3.0000     10.0000    959.1944   2225.8392     16.9560      1.2701      1.2697   1576.0750    224.4734    250.1387      1.3967      1.5564      1.0000 
     1.4000    223.0000      3.0000     10.0000    959.1944   2225.9412     16.9561      1.2702      1.2699   1576.0717    225.2890    250.6868      1.4018      1.5598      1.0000 
     1.4000    230.0000      3.0000     10.0000    959.1944   2226.0387     16.9562      1.2703      1.2700   1576.0685    226.0714    251.2156      1.4067      1.5631      1.0000 
     1.4000    237.0000      3.0000     10.0000    959.1944   2226.1319     16.9564      1.2704      1.2701   1576.0654    226.8231    251.7264      1.4113      1.5663      1.0000 
     1.4000    244.0000      3.0000     10.0000    959.1944   2226.2212     16.9565      1.2705      1.2702   1576.0625    227.5463    252.2207      1.4158      1.5694      1.0000 
     1.4000    251.0000      3.0000     10.0000    959.1944   2226.3068     16.9566      1.2706      1.2703   1576.0597    228.2428    252.6997      1.4202      1.5724      1.0000 
     1.4000    258.0000      3.0000     10.0000    959.1944   2226.3891     16.9567      1.2707      1.2704   1576.0571    228.9145    253.1645      1.4244      1.5753      1.0000 
     1.4000    265.0000      3.0000     10.0000    959.1944   2226.4681     16.9569      1.2708      1.2705   1576.0545    229.5631    253.6160      1.4284      1.5781      1.0000 
     1.4000    272.0000      3.0000     10.0000    959.1944   2226.5442     16.9570      1.2709      1.2706   1576.0520    230.1899    254.0550      1.4323      1.5808      1.0000 
     1.4000    279.0000      3.0000     10.0000    959.1944   2226.6175     16.9571      1.2710      1.2706   1576.0497    230.7963    254.4825      1.4361      1.5835      1.0000 
     1.4000    286.0000      3.0000     10.0000    959.1944   2226.6881     16.9572      1.2710      1.2707   1576.0474    231.3836    254.8990      1.4397      1.5861      1.0000 
     1.4000    293.0000      3.0000     10.0000    959.1944   2226.7563     16.9573      1.2711      1.2708   1576.0452    231.9529    255.3053      1.4433      1.5886      1.0000 
     1.4000    300.0000      3.0000     10.0000    959.1944   2226.8222     16.9574      1.2712      1.2709   1576.0431    232.5052    255.7018      1.4467      1.5911      1.0000 
     1.4000    307.0000      3.0000     10.0000    959.1944   2226.8858     16.9575      1.2713      1.2710   1576.0411    233.0415    256.0890      1.4501      1.5935      1.0000 
     1.4000    314.0000      3.0000     10.0000    959.1944   2226.9474     16.9576      1.2713      1.2710   1576.0391    233.5627    256.4675      1.4533      1.5958      1.0000 
     1.4000    321.0000      3.0000     10.0000    959.1944   2227.0071     16.9577      1.2714      1.2711   1576.0372    234.0695    256.8377      1.4565      1.5981      1.0000 
     1.4000    328.0000      3.0000     10.0000    959.1944   2227.0649     16.9577      1.2715      1.2712   1576.0354    234.5627    257.1998      1.4595      1.6004      1.0000 
     1.4000    335.0000      3.0000     10.0000    959.1944   2227.1209     16.9578      1.2715      1.2712   1576.0336    235.0431    257.5543      1.4625      1.6026      1.0000 
     1.4000    342.0000      3.0000     10.0000    959.1944   2227.1752     16.9579      1.2716      1.2713   1576.0319    235.5112    257.9014      1.4654      1.6048      1.0000 
     1.4000    349.0000      3.0000     10.0000    959.1944   2227.2280     16.9580      1.2717      1.2714   1576.0303    235.9677    258.2415      1.4683      1.6069      1.0000 
     1.4000    356.0000      3.0000     10.0000    959.1944   2227.2793     16.9581      1.2717      1.2714   1576.0287    236.4131    258.5748      1.4711      1.6090      1.0000 
     1.4000    363.0000      3.0000     10.0000    959.1944   2227.3291     16.9581      1.2718      1.2715   1576.0272    236.8479    258.9016      1.4738      1.6110      1.0000 
     1.4000    370.0000      3.0000     10.0000    959.1944   2227.3776     16.9582      1.2718      1.2715   1576.0257    237.2726    259.2221      1.4764      1.6130      1.0000 
     1.4000    377.0000      3.0000     10.0000    959.1944   2227.4247     16.9583      1.2719      1.2716   1576.0242    237.6877    259.5365      1.4790      1.6149      1.0000 
     1.4000    384.0000      3.0000     10.0000    959.1944   2227.4706     16.9583      1.2719      1.2716   1576.0228    238.0935    259.8451      1.4815      1.6169      1.0000 
     1.4000    391.0000      3.0000     10.0000    959.1944   2227.5153     16.9584      1.2720      1.2717   1576.0215    238.4905    260.1480      1.4840      1.6187      1.0000 
     1.4000    398.0000      3.0000     10.0000    959.1944   2227.5589     16.9585      1.2720      1.2718   1576.0202    238.8790    260.4454      1.4864      1.6206      1.0000 
     1.4000    405.0000      3.0000     10.0000    959.1944   2227.6014     16.9585      1.2721      1.2718   1576.0189    239.2595    260.7376      1.4888      1.6224      1.0000 
     1.4000    412.0000      3.0000     10.0000    959.1944   2227.6429     16.9586      1.2721      1.2719   1576.0177    239.6321    261.0246      1.4911      1.6242      1.0000 
     1.4000    419.0000      3.0000     10.0000    959.1944   2227.6834     16.9587      1.2722      1.2719   1576.0165    239.9972    261.3067      1.4934      1.6260      1.0000 
     1.4000    426.0000      3.0000     10.0000    959.1944   2227.7229     16.9587      1.2722      1.2719   1576.0154    240.3552    261.5839      1.4956      1.6277      1.0000 
     1.4000    433.0000      3.0000     10.0000    959.1944   2227.7615     16.9588      1.2723      1.2720   1576.0143    240.7062    261.8565      1.4978      1.6294      1.0000 
     1.4000    440.0000      3.0000     10.0000    959.1944   2227.7992     16.9588      1.2723      1.2720   1576.0132    241.0505    262.1246      1.4999      1.6311      1.0000 
     1.4000    447.0000      3.0000     10.0000    959.1944   2227.8360     16.9589      1.2724      1.2721   1576.0121    241.3884    262.3883      1.5020      1.6327      1.0000 
     1.4000    454.0000      3.0000     10.0000    959.1944   2227.8721     16.9590      1.2724      1.2721   1576.0111    241.7201    262.6478      1.5041      1.6343      1.0000 
     1.4000    461.0000      3.0000     10.0000    959.1944   2227.9073     16.9590      1.2724      1.2722   1576.0101    242.0458    262.9031      1.5061      1.6359      1.0000 
     1.4000    468.0000      3.0000     10.0000    959.1944   2227.9419     16.9591      1.2725      1.2722   1576.0092    242.3657    263.1545      1.5081      1.6375      1.0000 
     1.4000    475.0000      3.0000     10.0000    959.1944   2227.9757     16.9591      1.2725      1.2722   1576.0083    242.6801    263.4019      1.5101      1.6390      1.0000 
     1.4000    482.0000      3.0000     10.0000    959.1944   2228.0087     16.9592      1.2725      1.2723   1576.0074    242.9891    263.6456      1.5120      1.6405      1.0000 
     1.4000    489.0000      3.0000     10.0000    959.1944   2228.0412     16.9592      1.2726      1.2723   1576.0065    243.2928    263.8855      1.5139      1.6420      1.0000 
     1.4000    496.0000      3.0000     10.0000    959.1944   2228.0729     16.9593      1.2726      1.2724   1576.0056    243.5915    264.1219      1.5157      1.6435      1.0000 
     1.4000    503.0000      3.0000     10.0000    959.1944   2228.1041     16.9593      1.2727      1.2724   1576.0048    243.8853    264.3549      1.5176      1.6449      1.0000 
     1.4000    510.0000      3.0000     10.0000    959.1944   2228.1346     16.9594      1.2727      1.2724   1576.0040    244.1744    264.5844      1.5194      1.6464      1.0000 
     1.4000    517.0000      3.0000     10.0000    959.1944   2228.1646     16.9594      1.2727      1.2725   1576.0033    244.4588    264.8107      1.5211      1.6478      1.0000 
     1.4000    524.0000      3.0000     10.0000    959.1944   2228.1940     16.9595      1.2728      1.2725   1576.0025    244.7389    265.0337      1.5229      1.6492      1.0000 
     1.4000    531.0000      3.0000     10.0000    959.1944   2228.2228     16.9595      1.2728      1.2725   1576.0018    245.0146    265.2543      1.5246      1.6505      1.0000 
     1.4000    538.0000      3.0000     10.0000    959.1944   2228.2511     16.9595      1.2728      1.2726   1576.0011    245.2862    265.4823      1.5263      1.6520      1.0000 
     1.4500     90.0000      3.0000     10.0000    961.3368   2337.4234     17.2922      1.2544      1.2534   1605.4195    201.7561    238.0220      1.2324      1.4539      1.0000 
     1.4500     97.0000      3.0000     10.0000    961.3368   2338.0380     17.2931      1.2549      1.2540   1605.4112    204.4360    239.6341      1.2488      1.4638      1.0000 
     1.4500    104.0000      3.0000     10.0000    961.3368   2338.5926     17.2939      1.2554      1.2545   1605.4036    206.8587    241.1084      1.2636      1.4728      1.0000 
     1.4500    111.0000      3.0000     10.0000    961.3368   2339.0964     17.2946      1.2558      1.2549   1605.3964    209.0649    242.4644      1.2771      1.4811      1.0000 
     1.4500    118.0000      3.0000     10.0000    961.3368   2339.5570     17.2953      1.2562      1.2554   1605.3897    211.0864    243.7180      1.2894      1.4888      1.0000 
     1.4500    125.0000      3.0000     10.0000    961.3368   2339.9801     17.2959      1.2566      1.2558   1605.3835    212.9491    244.8822      1.3008      1.4959      1.0000 
     1.4500    132.0000      3.0000     10.0000    961.3368   2340.3707     17.2965      1.2569      1.2561   1605.3776    214.6738    245.9677      1.3114      1.5025      1.0000 
     1.4500    139.0000      3.0000     10.0000    961.3368   2340.7327     17.2970      1.2573      1.2565   1605.3721    216.2775    246.9836      1.3212      1.5087      1.0000 
     1.4500    146.0000      3.0000     10.0000    961.3368   2341.0695     17.2975      1.2575      1.2568   1605.3668    217.7746    247.9375      1.3303      1.5146      1.0000 
     1.4500    153.0000      3.0000     10.0000    961.3368   2341.3839     17.2980      1.2578      1.2571   1605.3619    219.1770    248.8358      1.3389      1.5201      1.0000 
     1.4500    160.0000      3.0000     10.0000    961.3368   2341.6784     17.2984      1.2581      1.2573   1605.3572    220.4948    249.6841      1.3469      1.5252      1.0000 
     1.4500    167.0000      3.0000     10.0000    961.3368   2341.9550     17.2988      1.2583      1.2576   1605.3527    221.7367    250.4872      1.3545      1.5302      1.0000 
     1.4500    174.0000      3.0000     10.0000    961.3368   2342.2153     17.2992      1.2586      1.2579   1605.3485    222.9101    251.2492      1.3617      1.5348      1.0000 
     1.4500    181.0000      3.0000     10.0000    961.3368   2342.4611     17.2995      1.2588      1.2581   1605.3445    224.0214    251.9738      1.3685      1.5392      1.0000 
     1.4500    188.0000      3.0000     10.0000    961.3368   2342.6935     17.2999      1.2590      1.2583   1605.3406    225.0763    252.6643      1.3749      1.5435      1.0000 
     1.4500    195.0000      3.0000     10.0000    961.3368   2342.9138     17.3002      1.2592      1.2585   1605.3369    226.0797    253.3234      1.3811      1.5475      1.0000 
     1.4500    202.0000      3.0000     10.0000    961.3368   2343.1230     17.3005      1.2594      1.2587   1605.3334    227.0358    253.9536      1.3869      1.5513      1.0000 
     1.4500    209.0000      3.0000     10.0000    961.3368   2343.3220     17.3008      1.2596      1.2589   1605.3300    227.9486    254.5571      1.3925      1.5550      1.0000 
     1.4500    216.0000      3.0000     10.0000    961.3368   2343.5116     17.3011      1.2597      1.2591   1605.3268    228.8213    255.1361      1.3978      1.5586      1.0000 
     1.4500    223.0000      3.0000     10.0000    961.3368   2343.6926     17.3014      1.2599      1.2593   1605.3237    229.6570    255.6922      1.4029      1.5620      1.0000 
     1.4500    230.0000      3.0000     10.0000    961.3368   2343.8655     17.3016      1.2601      1.2594   1605.3207    230.4585    256.2271      1.4078      1.5653      1.0000 
     1.4500    237.0000      3.0000     10.0000    961.3368   2344.0310     17.3019      1.2602      1.2596   1605.3178    231.2281    256.7423      1.4125      1.5684      1.0000 
     1.4500    244.0000      3.0000     10.0000    961.3368   2344.1896     17.3021      1.2604      1.2597   1605.3151    231.9682    257.2391      1.4171      1.5714      1.0000 
     1.4500    251.0000      3.0000     10.0000    961.3368   2344.3418     17.3023      1.2605      1.2599   1605.3124    232.6805    257.7187      1.4214      1.5744      1.0000 
     1.4500    258.0000      3.0000     10.0000    961.3368   2344.4879     17.3025      1.2606      1.2600   1605.3098    233.3670    258.1823      1.4256      1.5772      1.0000 
     1.4500    265.0000      3.0000     10.0000    961.3368   2344.6284     17.3027      1.2608      1.2602   1605.3073    234.0293    258.6307      1.4297      1.5799      1.0000 
     1.4500    272.0000      3.0000     10.0000    961.3368   2344.7637     17.3029      1.2609      1.2603   1605.3049    234.6689    259.0651      1.4336      1.5826      1.0000 
     1.4500    279.0000      3.0000     10.0000    961.3368   2344.8940     17.3031      1.2610      1.2604   1605.3026    235.2872    259.4863      1.4373      1.5852      1.0000 
     1.4500    286.0000      3.0000     10.0000    961.3368   2345.0196     17.3033      1.2611      1.2605   1605.3004    235.8854    259.8949      1.4410      1.5877      1.0000 
     1.4500    293.0000      3.0000     10.0000    961.3368   2345.1409     17.3035      1.2612      1.2607   1605.2982    236.4647    260.2919      1.4445      1.5901      1.0000 
     1.4500    300.0000      3.0000     10.0000    961.3368   2345.2581     17.3037      1.2613      1.2608   1605.2961    237.0261    260.6779      1.4480      1.5925      1.0000 
