# Engine name: 
# Thu Sep 4 20:43:00 2025
#
#************************************************************************************************************************************************************************************
# Results of nested analysis
#------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
# Ratio, O/F     pc, psi  Nozzle inl  Nozzle exi  rho, kg/m^       Tc, K           M       gamma           k     c*, m/s   Is opt, s   Is vac, s      Cf opt      Cf vac    c.factor 
#------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
     1.1500    454.0000      3.0000     10.0000      0.0000   2778.8606     20.2035      1.1912      1.1881   1651.7523    257.4766    281.1143      1.5287      1.6690      1.0000 
     1.1500    461.0000      3.0000     10.0000      0.0000   2779.2038     20.2042      1.1913      1.1882   1651.7716    257.8393    281.3768      1.5308      1.6705      1.0000 
     1.1500    468.0000      3.0000     10.0000      0.0000   2779.5401     20.2048      1.1914      1.1884   1651.7904    258.1950    281.6345      1.5329      1.6721      1.0000 
     1.1500    475.0000      3.0000     10.0000      0.0000   2779.8697     20.2054      1.1915      1.1885   1651.8089    258.5440    281.8875      1.5350      1.6735      1.0000 
     1.1500    482.0000      3.0000     10.0000      0.0000   2780.1927     20.2061      1.1916      1.1886   1651.8269    258.8865    282.1359      1.5370      1.6750      1.0000 
     1.1500    489.0000      3.0000     10.0000      0.0000   2780.5094     20.2067      1.1917      1.1887   1651.8445    259.2227    282.3799      1.5389      1.6764      1.0000 
     1.1500    496.0000      3.0000     10.0000      0.0000   2780.8201     20.2072      1.1918      1.1889   1651.8617    259.5528    282.6197      1.5409      1.6778      1.0000 
     1.1500    503.0000      3.0000     10.0000      0.0000   2781.1249     20.2078      1.1919      1.1890   1651.8786    259.8769    282.8554      1.5428      1.6792      1.0000 
     1.1500    510.0000      3.0000     10.0000      0.0000   2781.4239     20.2084      1.1920      1.1891   1651.8951    260.1954    283.0870      1.5447      1.6806      1.0000 
     1.1500    517.0000      3.0000     10.0000      0.0000   2781.7175     20.2090      1.1921      1.1892   1651.9112    260.5084    283.3148      1.5465      1.6819      1.0000 
     1.1500    524.0000      3.0000     10.0000      0.0000   2782.0057     20.2095      1.1922      1.1893   1651.9270    260.8160    283.5388      1.5483      1.6832      1.0000 
     1.1500    531.0000      3.0000     10.0000      0.0000   2782.2887     20.2100      1.1923      1.1894   1651.9425    261.1184    283.7591      1.5501      1.6845      1.0000 
     1.1500    538.0000      3.0000     10.0000      0.0000   2782.5667     20.2106      1.1924      1.1895   1651.9577    261.4157    283.9759      1.5519      1.6858      1.0000 
     1.2000     90.0000      3.0000     10.0000      0.0000   2813.6904     20.4951      1.1689      1.1604   1663.9123    209.8363    250.0571      1.2367      1.4738      1.0000 
     1.2000     97.0000      3.0000     10.0000      0.0000   2817.2838     20.5020      1.1695      1.1613   1664.2591    212.8464    251.9807      1.2542      1.4848      1.0000 
     1.2000    104.0000      3.0000     10.0000      0.0000   2820.5761     20.5084      1.1701      1.1620   1664.5722    215.5736    253.7407      1.2700      1.4949      1.0000 
     1.2000    111.0000      3.0000     10.0000      0.0000   2823.6095     20.5142      1.1706      1.1628   1664.8568    218.0620    255.3603      1.2845      1.5042      1.0000 
     1.2000    118.0000      3.0000     10.0000      0.0000   2826.4181     20.5196      1.1711      1.1634   1665.1171    220.3465    256.8583      1.2977      1.5128      1.0000 
     1.2000    125.0000      3.0000     10.0000      0.0000   2829.0300     20.5247      1.1716      1.1641   1665.3562    222.4551    258.2503      1.3100      1.5207      1.0000 
     1.2000    132.0000      3.0000     10.0000      0.0000   2831.4682     20.5294      1.1721      1.1647   1665.5768    224.4105    259.5489      1.3213      1.5282      1.0000 
     1.2000    139.0000      3.0000     10.0000      0.0000   2833.7523     20.5338      1.1725      1.1652   1665.7814    226.2315    260.7650      1.3319      1.5352      1.0000 
     1.2000    146.0000      3.0000     10.0000      0.0000   2835.8988     20.5380      1.1729      1.1658   1665.9716    227.9338    261.9074      1.3417      1.5417      1.0000 
     1.2000    153.0000      3.0000     10.0000      0.0000   2837.9215     20.5419      1.1733      1.1663   1666.1492    229.5305    262.9838      1.3510      1.5479      1.0000 
     1.2000    160.0000      3.0000     10.0000      0.0000   2839.8326     20.5456      1.1737      1.1668   1666.3154    231.0327    264.0008      1.3597      1.5537      1.0000 
     1.2000    167.0000      3.0000     10.0000      0.0000   2841.6425     20.5491      1.1740      1.1672   1666.4715    232.4501    264.9641      1.3679      1.5592      1.0000 
     1.2000    174.0000      3.0000     10.0000      0.0000   2843.3604     20.5524      1.1744      1.1677   1666.6183    233.7908    265.8785      1.3757      1.5645      1.0000 
     1.2000    181.0000      3.0000     10.0000      0.0000   2844.9940     20.5556      1.1747      1.1681   1666.7568    235.0619    266.7484      1.3830      1.5695      1.0000 
     1.2000    188.0000      3.0000     10.0000      0.0000   2846.5505     20.5586      1.1750      1.1685   1666.8878    236.2697    267.5776      1.3900      1.5742      1.0000 
     1.2000    195.0000      3.0000     10.0000      0.0000   2848.0360     20.5615      1.1753      1.1689   1667.0118    237.4195    268.3693      1.3967      1.5788      1.0000 
     1.2000    202.0000      3.0000     10.0000      0.0000   2849.4560     20.5642      1.1756      1.1693   1667.1295    238.5163    269.1264      1.4030      1.5831      1.0000 
     1.2000    209.0000      3.0000     10.0000      0.0000   2850.8154     20.5669      1.1759      1.1697   1667.2414    239.5641    269.8518      1.4091      1.5873      1.0000 
     1.2000    216.0000      3.0000     10.0000      0.0000   2852.1186     20.5694      1.1762      1.1700   1667.3480    240.5668    270.5475      1.4149      1.5912      1.0000 
     1.2000    223.0000      3.0000     10.0000      0.0000   2853.3696     20.5718      1.1765      1.1703   1667.4496    241.5278    271.2159      1.4205      1.5951      1.0000 
     1.2000    230.0000      3.0000     10.0000      0.0000   2854.5720     20.5742      1.1767      1.1707   1667.5466    242.4500    271.8588      1.4258      1.5988      1.0000 
     1.2000    237.0000      3.0000     10.0000      0.0000   2855.7288     20.5764      1.1770      1.1710   1667.6395    243.3362    272.4778      1.4310      1.6023      1.0000 
     1.2000    244.0000      3.0000     10.0000      0.0000   2856.8432     20.5786      1.1772      1.1713   1667.7283    244.1889    273.0745      1.4359      1.6057      1.0000 
     1.2000    251.0000      3.0000     10.0000      0.0000   2857.9176     20.5807      1.1774      1.1716   1667.8135    245.0102    273.6504      1.4406      1.6090      1.0000 
     1.2000    258.0000      3.0000     10.0000      0.0000   2858.9546     20.5827      1.1777      1.1719   1667.8953    245.8021    274.2068      1.4452      1.6122      1.0000 
     1.2000    265.0000      3.0000     10.0000      0.0000   2859.9564     20.5846      1.1779      1.1721   1667.9739    246.5665    274.7447      1.4497      1.6153      1.0000 
     1.2000    272.0000      3.0000     10.0000      0.0000   2860.9251     20.5865      1.1781      1.1724   1668.0495    247.3051    275.2653      1.4539      1.6183      1.0000 
     1.2000    279.0000      3.0000     10.0000      0.0000   2861.8624     20.5883      1.1783      1.1727   1668.1222    248.0194    275.7696      1.4581      1.6212      1.0000 
     1.2000    286.0000      3.0000     10.0000      0.0000   2862.7701     20.5901      1.1785      1.1729   1668.1923    248.7107    276.2584      1.4621      1.6240      1.0000 
     1.2000    293.0000      3.0000     10.0000      0.0000   2863.6498     20.5918      1.1787      1.1732   1668.2600    249.3805    276.7326      1.4660      1.6267      1.0000 
     1.2000    300.0000      3.0000     10.0000      0.0000   2864.5030     20.5934      1.1789      1.1734   1668.3252    250.0297    277.1930      1.4697      1.6294      1.0000 
     1.2000    307.0000      3.0000     10.0000      0.0000   2865.3310     20.5950      1.1791      1.1737   1668.3883    250.6597    277.6403      1.4734      1.6319      1.0000 
     1.2000    314.0000      3.0000     10.0000      0.0000   2866.1352     20.5966      1.1793      1.1739   1668.4492    251.2713    278.0751      1.4769      1.6344      1.0000 
     1.2000    321.0000      3.0000     10.0000      0.0000   2866.9166     20.5981      1.1794      1.1741   1668.5082    251.8655    278.4981      1.4803      1.6369      1.0000 
     1.2000    328.0000      3.0000     10.0000      0.0000   2867.6764     20.5996      1.1796      1.1743   1668.5653    252.4431    278.9099      1.4837      1.6392      1.0000 
     1.2000    335.0000      3.0000     10.0000      0.0000   2868.4156     20.6010      1.1798      1.1745   1668.6206    253.0051    279.3109      1.4869      1.6415      1.0000 
     1.2000    342.0000      3.0000     10.0000      0.0000   2869.1351     20.6024      1.1799      1.1748   1668.6742    253.5520    279.7016      1.4901      1.6438      1.0000 
     1.2000    349.0000      3.0000     10.0000      0.0000   2869.8358     20.6038      1.1801      1.1750   1668.7263    254.0848    280.0826      1.4932      1.6460      1.0000 
     1.2000    356.0000      3.0000     10.0000      0.0000   2870.5187     20.6051      1.1803      1.1752   1668.7767    254.6039    280.4543      1.4962      1.6481      1.0000 
     1.2000    363.0000      3.0000     10.0000      0.0000   2871.1843     20.6064      1.1804      1.1753   1668.8258    255.1100    280.8170      1.4991      1.6502      1.0000 
     1.2000    370.0000      3.0000     10.0000      0.0000   2871.8336     20.6077      1.1806      1.1755   1668.8734    255.6037    281.1712      1.5020      1.6522      1.0000 
     1.2000    377.0000      3.0000     10.0000      0.0000   2872.4672     20.6089      1.1807      1.1757   1668.9197    256.0855    281.5172      1.5048      1.6542      1.0000 
     1.2000    384.0000      3.0000     10.0000      0.0000   2873.0856     20.6101      1.1809      1.1759   1668.9648    256.5559    281.8554      1.5075      1.6562      1.0000 
     1.2000    391.0000      3.0000     10.0000      0.0000   2873.6896     20.6113      1.1810      1.1761   1669.0086    257.0155    282.1860      1.5102      1.6580      1.0000 
     1.2000    398.0000      3.0000     10.0000      0.0000   2874.2797     20.6124      1.1811      1.1763   1669.0513    257.4645    282.5094      1.5128      1.6599      1.0000 
     1.2000    405.0000      3.0000     10.0000      0.0000   2874.8565     20.6136      1.1813      1.1764   1669.0929    257.9036    282.8258      1.5153      1.6617      1.0000 
     1.2000    412.0000      3.0000     10.0000      0.0000   2875.4205     20.6147      1.1814      1.1766   1669.1334    258.3330    283.1356      1.5178      1.6635      1.0000 
     1.2000    419.0000      3.0000     10.0000      0.0000   2875.9721     20.6157      1.1815      1.1768   1669.1729    258.7531    283.4389      1.5202      1.6652      1.0000 
     1.2000    426.0000      3.0000     10.0000      0.0000   2876.5118     20.6168      1.1817      1.1769   1669.2115    259.1643    283.7360      1.5226      1.6670      1.0000 
     1.2000    433.0000      3.0000     10.0000      0.0000   2877.0400     20.6178      1.1818      1.1771   1669.2491    259.5670    284.0272      1.5249      1.6686      1.0000 
     1.2000    440.0000      3.0000     10.0000      0.0000   2877.5573     20.6188      1.1819      1.1772   1669.2858    259.9614    284.3126      1.5272      1.6703      1.0000 
     1.2000    447.0000      3.0000     10.0000      0.0000   2878.0639     20.6198      1.1821      1.1774   1669.3216    260.3478    284.5924      1.5294      1.6719      1.0000 
     1.2000    454.0000      3.0000     10.0000      0.0000   2878.5602     20.6208      1.1822      1.1775   1669.3566    260.7266    284.8669      1.5316      1.6735      1.0000 
     1.2000    461.0000      3.0000     10.0000      0.0000   2879.0466     20.6217      1.1823      1.1777   1669.3908    261.0979    285.1363      1.5338      1.6750      1.0000 
     1.2000    468.0000      3.0000     10.0000      0.0000   2879.5235     20.6227      1.1824      1.1778   1669.4242    261.4621    285.4006      1.5359      1.6765      1.0000 
     1.2000    475.0000      3.0000     10.0000      0.0000   2879.9911     20.6236      1.1825      1.1780   1669.4569    261.8195    285.6601      1.5380      1.6780      1.0000 
     1.2000    482.0000      3.0000     10.0000      0.0000   2880.4497     20.6245      1.1826      1.1781   1669.4889    262.1701    285.9149      1.5400      1.6795      1.0000 
     1.2000    489.0000      3.0000     10.0000      0.0000   2880.8997     20.6253      1.1827      1.1782   1669.5202    262.5143    286.1652      1.5420      1.6809      1.0000 
     1.2000    496.0000      3.0000     10.0000      0.0000   2881.3413     20.6262      1.1829      1.1784   1669.5508    262.8522    286.4112      1.5439      1.6823      1.0000 
     1.2000    503.0000      3.0000     10.0000      0.0000   2881.7748     20.6270      1.1830      1.1785   1669.5808    263.1842    286.6528      1.5459      1.6837      1.0000 
     1.2000    510.0000      3.0000     10.0000      0.0000   2882.2005     20.6279      1.1831      1.1786   1669.6101    263.5102    286.8904      1.5478      1.6851      1.0000 
     1.2000    517.0000      3.0000     10.0000      0.0000   2882.6185     20.6287      1.1832      1.1788   1669.6389    263.8307    287.1240      1.5496      1.6864      1.0000 
     1.2000    524.0000      3.0000     10.0000      0.0000   2883.0292     20.6295      1.1833      1.1789   1669.6671    264.1456    287.3537      1.5514      1.6877      1.0000 
     1.2000    531.0000      3.0000     10.0000      0.0000   2883.4327     20.6303      1.1834      1.1790   1669.6947    264.4552    287.5797      1.5532      1.6890      1.0000 
     1.2000    538.0000      3.0000     10.0000      0.0000   2883.8292     20.6310      1.1835      1.1791   1669.7217    264.7596    287.8021      1.5550      1.6903      1.0000 
     1.2500     90.0000      3.0000     10.0000      0.0000   2883.1690     20.8542      1.1620      1.1502   1675.7251    211.5209    252.4496      1.2379      1.4774      1.0000 
     1.2500     97.0000      3.0000     10.0000      0.0000   2887.6388     20.8630      1.1625      1.1510   1676.2299    214.5984    254.4330      1.2555      1.4885      1.0000 
     1.2500    104.0000      3.0000     10.0000      0.0000   2891.7480     20.8711      1.1630      1.1517   1676.6880    217.3874    256.2469      1.2715      1.4987      1.0000 
     1.2500    111.0000      3.0000     10.0000      0.0000   2895.5463     20.8786      1.1635      1.1524   1677.1064    219.9327    257.9155      1.2860      1.5081      1.0000 
     1.2500    118.0000      3.0000     10.0000      0.0000   2899.0736     20.8855      1.1639      1.1531   1677.4906    222.2698    259.4584      1.2994      1.5168      1.0000 
     1.2500    125.0000      3.0000     10.0000      0.0000   2902.3631     20.8920      1.1643      1.1537   1677.8450    224.4273    260.8916      1.3117      1.5249      1.0000 
     1.2500    132.0000      3.0000     10.0000      0.0000   2905.4422     20.8981      1.1647      1.1543   1678.1734    226.4283    262.2284      1.3232      1.5324      1.0000 
     1.2500    139.0000      3.0000     10.0000      0.0000   2908.3340     20.9038      1.1651      1.1548   1678.4789    228.2919    263.4799      1.3338      1.5394      1.0000 
     1.2500    146.0000      3.0000     10.0000      0.0000   2911.0580     20.9092      1.1655      1.1554   1678.7640    230.0342    264.6554      1.3438      1.5460      1.0000 
     1.2500    153.0000      3.0000     10.0000      0.0000   2913.6309     20.9143      1.1658      1.1559   1679.0309    231.6685    265.7629      1.3531      1.5522      1.0000 
     1.2500    160.0000      3.0000     10.0000      0.0000   2916.0673     20.9191      1.1661      1.1563   1679.2815    233.2063    266.8090      1.3619      1.5581      1.0000 
     1.2500    167.0000      3.0000     10.0000      0.0000   2918.3794     20.9237      1.1665      1.1568   1679.5174    234.6572    267.7997      1.3702      1.5637      1.0000 
     1.2500    174.0000      3.0000     10.0000      0.0000   2920.5784     20.9280      1.1668      1.1572   1679.7400    236.0297    268.7401      1.3780      1.5690      1.0000 
     1.2500    181.0000      3.0000     10.0000      0.0000   2922.6736     20.9322      1.1671      1.1577   1679.9506    237.3311    269.6345      1.3854      1.5740      1.0000 
     1.2500    188.0000      3.0000     10.0000      0.0000   2924.6736     20.9361      1.1673      1.1581   1680.1501    238.5676    270.4870      1.3925      1.5788      1.0000 
     1.2500    195.0000      3.0000     10.0000      0.0000   2926.5858     20.9399      1.1676      1.1585   1680.3395    239.7448    271.3008      1.3992      1.5833      1.0000 
     1.2500    202.0000      3.0000     10.0000      0.0000   2928.4168     20.9435      1.1679      1.1588   1680.5197    240.8677    272.0791      1.4056      1.5877      1.0000 
     1.2500    209.0000      3.0000     10.0000      0.0000   2930.1726     20.9470      1.1681      1.1592   1680.6914    241.9405    272.8246      1.4117      1.5919      1.0000 
     1.2500    216.0000      3.0000     10.0000      0.0000   2931.8586     20.9503      1.1684      1.1596   1680.8552    242.9672    273.5397      1.4175      1.5959      1.0000 
     1.2500    223.0000      3.0000     10.0000      0.0000   2933.4795     20.9535      1.1686      1.1599   1681.0118    243.9511    274.2266      1.4232      1.5998      1.0000 
     1.2500    230.0000      3.0000     10.0000      0.0000   2935.0397     20.9566      1.1689      1.1602   1681.1615    244.8954    274.8872      1.4285      1.6035      1.0000 
     1.2500    237.0000      3.0000     10.0000      0.0000   2936.5430     20.9596      1.1691      1.1605   1681.3051    245.8029    275.5232      1.4337      1.6071      1.0000 
     1.2500    244.0000      3.0000     10.0000      0.0000   2937.9932     20.9625      1.1693      1.1608   1681.4427    246.6759    276.1364      1.4387      1.6105      1.0000 
     1.2500    251.0000      3.0000     10.0000      0.0000   2939.3933     20.9653      1.1695      1.1612   1681.5749    247.5169    276.7280      1.4435      1.6138      1.0000 
     1.2500    258.0000      3.0000     10.0000      0.0000   2940.7465     20.9679      1.1698      1.1614   1681.7020    248.3278    277.2996      1.4481      1.6170      1.0000 
     1.2500    265.0000      3.0000     10.0000      0.0000   2942.0554     20.9705      1.1700      1.1617   1681.8243    249.1105    277.8522      1.4526      1.6201      1.0000 
     1.2500    272.0000      3.0000     10.0000      0.0000   2943.3225     20.9730      1.1702      1.1620   1681.9422    249.8668    278.3870      1.4569      1.6231      1.0000 
     1.2500    279.0000      3.0000     10.0000      0.0000   2944.5502     20.9755      1.1704      1.1623   1682.0558    250.5981    278.9049      1.4610      1.6261      1.0000 
     1.2500    286.0000      3.0000     10.0000      0.0000   2945.7405     20.9778      1.1705      1.1625   1682.1654    251.3061    279.4070      1.4651      1.6289      1.0000 
     1.2500    293.0000      3.0000     10.0000      0.0000   2946.8955     20.9801      1.1707      1.1628   1682.2713    251.9918    279.8941      1.4690      1.6316      1.0000 
     1.2500    300.0000      3.0000     10.0000      0.0000   2948.0169     20.9824      1.1709      1.1630   1682.3736    252.6567    280.3670      1.4727      1.6343      1.0000 
     1.2500    307.0000      3.0000     10.0000      0.0000   2949.1064     20.9845      1.1711      1.1633   1682.4726    253.3017    280.8263      1.4764      1.6369      1.0000 
     1.2500    314.0000      3.0000     10.0000      0.0000   2950.1656     20.9866      1.1713      1.1635   1682.5684    253.9279    281.2729      1.4800      1.6394      1.0000 
     1.2500    321.0000      3.0000     10.0000      0.0000   2951.1960     20.9887      1.1714      1.1637   1682.6613    254.5364    281.7073      1.4835      1.6418      1.0000 
     1.2500    328.0000      3.0000     10.0000      0.0000   2952.1988     20.9907      1.1716      1.1640   1682.7512    255.1279    282.1301      1.4868      1.6442      1.0000 
     1.2500    335.0000      3.0000     10.0000      0.0000   2953.1755     20.9926      1.1718      1.1642   1682.8385    255.7033    282.5418      1.4901      1.6465      1.0000 
     1.2500    342.0000      3.0000     10.0000      0.0000   2954.1271     20.9945      1.1719      1.1644   1682.9232    256.2634    282.9431      1.4933      1.6488      1.0000 
     1.2500    349.0000      3.0000     10.0000      0.0000   2955.0547     20.9963      1.1721      1.1646   1683.0055    256.8089    283.3343      1.4964      1.6510      1.0000 
     1.2500    356.0000      3.0000     10.0000      0.0000   2955.9595     20.9981      1.1722      1.1648   1683.0854    257.3404    283.7159      1.4994      1.6531      1.0000 
     1.2500    363.0000      3.0000     10.0000      0.0000   2956.8424     20.9999      1.1724      1.1650   1683.1631    257.8587    284.0883      1.5024      1.6552      1.0000 
     1.2500    370.0000      3.0000     10.0000      0.0000   2957.7042     21.0016      1.1725      1.1652   1683.2387    258.3642    284.4519      1.5052      1.6572      1.0000 
     1.2500    377.0000      3.0000     10.0000      0.0000   2958.5460     21.0033      1.1727      1.1654   1683.3123    258.8575    284.8072      1.5081      1.6592      1.0000 
     1.2500    384.0000      3.0000     10.0000      0.0000   2959.3684     21.0049      1.1728      1.1656   1683.3839    259.3392    285.1543      1.5108      1.6612      1.0000 
     1.2500    391.0000      3.0000     10.0000      0.0000   2960.1722     21.0065      1.1729      1.1658   1683.4536    259.8098    285.4937      1.5135      1.6631      1.0000 
     1.2500    398.0000      3.0000     10.0000      0.0000   2960.9582     21.0081      1.1731      1.1660   1683.5216    260.2696    285.8257      1.5161      1.6650      1.0000 
     1.2500    405.0000      3.0000     10.0000      0.0000   2961.7271     21.0096      1.1732      1.1662   1683.5879    260.7192    286.1505      1.5187      1.6668      1.0000 
     1.2500    412.0000      3.0000     10.0000      0.0000   2962.4795     21.0111      1.1733      1.1663   1683.6526    261.1588    286.4684      1.5212      1.6686      1.0000 
     1.2500    419.0000      3.0000     10.0000      0.0000   2963.2159     21.0125      1.1735      1.1665   1683.7156    261.5890    286.7798      1.5236      1.6703      1.0000 
     1.2500    426.0000      3.0000     10.0000      0.0000   2963.9371     21.0140      1.1736      1.1667   1683.7772    262.0101    287.0848      1.5260      1.6720      1.0000 
     1.2500    433.0000      3.0000     10.0000      0.0000   2964.6435     21.0154      1.1737      1.1668   1683.8374    262.4224    287.3836      1.5283      1.6737      1.0000 
     1.2500    440.0000      3.0000     10.0000      0.0000   2965.3356     21.0168      1.1739      1.1670   1683.8961    262.8262    287.6765      1.5306      1.6754      1.0000 
     1.2500    447.0000      3.0000     10.0000      0.0000   2966.0140     21.0181      1.1740      1.1672   1683.9535    263.2219    287.9637      1.5329      1.6770      1.0000 
     1.2500    454.0000      3.0000     10.0000      0.0000   2966.6791     21.0194      1.1741      1.1673   1684.0096    263.6097    288.2455      1.5351      1.6786      1.0000 
     1.2500    461.0000      3.0000     10.0000      0.0000   2967.3315     21.0207      1.1742      1.1675   1684.0645    263.9900    288.5219      1.5373      1.6801      1.0000 
     1.2500    468.0000      3.0000     10.0000      0.0000   2967.9714     21.0220      1.1743      1.1676   1684.1182    264.3629    288.7931      1.5394      1.6816      1.0000 
     1.2500    475.0000      3.0000     10.0000      0.0000   2968.5993     21.0233      1.1744      1.1678   1684.1707    264.7287    289.0594      1.5415      1.6831      1.0000 
     1.2500    482.0000      3.0000     10.0000      0.0000   2969.2156     21.0245      1.1745      1.1679   1684.2222    265.0878    289.3209      1.5435      1.6846      1.0000 
     1.2500    489.0000      3.0000     10.0000      0.0000   2969.8206     21.0257      1.1747      1.1681   1684.2725    265.4402    289.5778      1.5455      1.6861      1.0000 
     1.2500    496.0000      3.0000     10.0000      0.0000   2970.4148     21.0269      1.1748      1.1682   1684.3218    265.7862    289.8302      1.5475      1.6875      1.0000 
     1.2500    503.0000      3.0000     10.0000      0.0000   2970.9985     21.0280      1.1749      1.1684   1684.3701    266.1261    290.0782      1.5494      1.6889      1.0000 
     1.2500    510.0000      3.0000     10.0000      0.0000   2971.5719     21.0292      1.1750      1.1685   1684.4175    266.4599    290.3219      1.5513      1.6902      1.0000 
     1.2500    517.0000      3.0000     10.0000      0.0000   2972.1354     21.0303      1.1751      1.1686   1684.4639    266.7880    290.5616      1.5532      1.6916      1.0000 
     1.2500    524.0000      3.0000     10.0000      0.0000   2972.6893     21.0314      1.1752      1.1688   1684.5094    267.1104    290.7973      1.5550      1.6929      1.0000 
     1.2500    531.0000      3.0000     10.0000      0.0000   2973.2339     21.0325      1.1753      1.1689   1684.5540    267.4274    291.0292      1.5568      1.6942      1.0000 
     1.2500    538.0000      3.0000     10.0000      0.0000   2973.7693     21.0335      1.1754      1.1690   1684.5978    267.7392    291.2573      1.5586      1.6955      1.0000 
     1.3000     90.0000      3.0000     10.0000      0.0000   2940.3449     21.1901      1.1574      1.1416   1684.0828    212.8220    254.4195      1.2393      1.4815      1.0000 
     1.3000     97.0000      3.0000     10.0000      0.0000   2945.6501     21.2008      1.1578      1.1423   1684.7592    215.9663    256.4676      1.2571      1.4928      1.0000 
     1.3000    104.0000      3.0000     10.0000      0.0000   2950.5424     21.2106      1.1582      1.1430   1685.3762    218.8170    258.3399      1.2732      1.5032      1.0000 
     1.3000    111.0000      3.0000     10.0000      0.0000   2955.0776     21.2197      1.1585      1.1436   1685.9422    221.4195    260.0616      1.2879      1.5127      1.0000 
     1.3000    118.0000      3.0000     10.0000      0.0000   2959.3010     21.2282      1.1589      1.1442   1686.4641    223.8098    261.6530      1.3014      1.5215      1.0000 
     1.3000    125.0000      3.0000     10.0000      0.0000   2963.2498     21.2361      1.1592      1.1448   1686.9475    226.0168    263.1309      1.3139      1.5296      1.0000 
     1.3000    132.0000      3.0000     10.0000      0.0000   2966.9552     21.2436      1.1595      1.1453   1687.3972    228.0642    264.5089      1.3254      1.5372      1.0000 
     1.3000    139.0000      3.0000     10.0000      0.0000   2970.4434     21.2506      1.1598      1.1459   1687.8169    229.9714    265.7986      1.3362      1.5444      1.0000 
     1.3000    146.0000      3.0000     10.0000      0.0000   2973.7366     21.2573      1.1601      1.1463   1688.2099    231.7546    267.0098      1.3462      1.5510      1.0000 
     1.3000    153.0000      3.0000     10.0000      0.0000   2976.8540     21.2635      1.1604      1.1468   1688.5790    233.4275    268.1505      1.3557      1.5573      1.0000 
     1.3000    160.0000      3.0000     10.0000      0.0000   2979.8119     21.2695      1.1606      1.1473   1688.9267    235.0017    269.2278      1.3645      1.5633      1.0000 
     1.3000    167.0000      3.0000     10.0000      0.0000   2982.6247     21.2752      1.1609      1.1477   1689.2549    236.4872    270.2479      1.3729      1.5689      1.0000 
     1.3000    174.0000      3.0000     10.0000      0.0000   2985.3048     21.2806      1.1611      1.1481   1689.5655    237.8925    271.2160      1.3808      1.5742      1.0000 
     1.3000    181.0000      3.0000     10.0000      0.0000   2987.8632     21.2857      1.1614      1.1485   1689.8600    239.2250    272.1367      1.3883      1.5793      1.0000 
     1.3000    188.0000      3.0000     10.0000      0.0000   2990.3096     21.2907      1.1616      1.1489   1690.1398    240.4912    273.0140      1.3954      1.5841      1.0000 
     1.3000    195.0000      3.0000     10.0000      0.0000   2992.6526     21.2954      1.1618      1.1493   1690.4061    241.6967    273.8515      1.4022      1.5887      1.0000 
     1.3000    202.0000      3.0000     10.0000      0.0000   2994.9000     21.2999      1.1621      1.1496   1690.6600    242.8466    274.6523      1.4086      1.5931      1.0000 
     1.3000    209.0000      3.0000     10.0000      0.0000   2997.0584     21.3043      1.1623      1.1500   1690.9024    243.9454    275.4192      1.4148      1.5973      1.0000 
     1.3000    216.0000      3.0000     10.0000      0.0000   2999.1342     21.3085      1.1625      1.1503   1691.1342    244.9968    276.1548      1.4207      1.6014      1.0000 
     1.3000    223.0000      3.0000     10.0000      0.0000   3001.1329     21.3125      1.1627      1.1506   1691.3562    246.0045    276.8613      1.4264      1.6053      1.0000 
     1.3000    230.0000      3.0000     10.0000      0.0000   3003.0595     21.3164      1.1629      1.1509   1691.5691    246.9717    277.5407      1.4318      1.6090      1.0000 
     1.3000    237.0000      3.0000     10.0000      0.0000   3004.9186     21.3202      1.1631      1.1512   1691.7734    247.9011    278.1948      1.4370      1.6126      1.0000 
     1.3000    244.0000      3.0000     10.0000      0.0000   3006.7144     21.3238      1.1633      1.1515   1691.9698    248.7953    278.8253      1.4420      1.6161      1.0000 
     1.3000    251.0000      3.0000     10.0000      0.0000   3008.4506     21.3273      1.1634      1.1518   1692.1587    249.6566    279.4337      1.4468      1.6194      1.0000 
     1.3000    258.0000      3.0000     10.0000      0.0000   3010.1306     21.3307      1.1636      1.1521   1692.3406    250.4872    280.0213      1.4515      1.6226      1.0000 
     1.3000    265.0000      3.0000     10.0000      0.0000   3011.7578     21.3340      1.1638      1.1524   1692.5160    251.2890    280.5895      1.4560      1.6258      1.0000 
     1.3000    272.0000      3.0000     10.0000      0.0000   3013.3351     21.3372      1.1640      1.1527   1692.6852    252.0636    281.1392      1.4603      1.6288      1.0000 
     1.3000    279.0000      3.0000     10.0000      0.0000   3014.8650     21.3403      1.1641      1.1529   1692.8486    252.8127    281.6717      1.4645      1.6317      1.0000 
     1.3000    286.0000      3.0000     10.0000      0.0000   3016.3501     21.3433      1.1643      1.1532   1693.0066    253.5379    282.1877      1.4686      1.6346      1.0000 
     1.3000    293.0000      3.0000     10.0000      0.0000   3017.7928     21.3462      1.1644      1.1534   1693.1593    254.2403    282.6884      1.4725      1.6373      1.0000 
     1.3000    300.0000      3.0000     10.0000      0.0000   3019.1951     21.3491      1.1646      1.1537   1693.3072    254.9213    283.1744      1.4764      1.6400      1.0000 
